Wall time,Step,Value
1615733799.8296666,0,0.09973469376564026
1615733810.4190931,100,0.41583672165870667
1615733820.9595842,200,0.42718368768692017
1615733831.5123925,300,0.5458775758743286
1615733842.1415405,400,0.5202857255935669
1615733852.6707454,500,0.5902040600776672
1615733863.1290293,600,0.5767754912376404
1615733873.6823885,700,0.6437143087387085
1615733883.770262,700,0.6463673710823059
1615733894.693218,800,0.6779183745384216
1615733905.710502,900,0.6721632480621338
1615733916.5245187,1000,0.7004898190498352
1615733927.3497481,1100,0.7232040762901306
1615733938.0801556,1200,0.7255101799964905
1615733948.6027112,1300,0.740408182144165
1615733959.303058,1400,0.7750408053398132
1615733969.3523579,1400,0.7339183688163757
1615733980.138096,1500,0.6809999942779541
1615733990.793114,1600,0.7657346725463867
1615734001.6710892,1700,0.7946122288703918
1615734012.9421172,1800,0.7785510420799255
1615734023.8134966,1900,0.7901836633682251
1615734034.4080498,2000,0.782918393611908
1615734045.0744889,2100,0.7987754940986633
1615734055.0811586,2100,0.7806122303009033
1615734066.3930006,2200,0.8158979415893555
1615734077.6611285,2300,0.8199387788772583
1615734088.6413963,2400,0.8057346940040588
1615734100.2772226,2500,0.8080407977104187
1615734111.2844129,2600,0.8278775215148926
1615734122.7346518,2700,0.8209999799728394
1615734133.6154525,2800,0.8416122198104858
1615734144.3418174,2800,0.8321224451065063
1615734155.7160695,2900,0.8382652997970581
1615734166.9266896,3000,0.8367959260940552
1615734178.0066688,3100,0.8431428670883179
1615734189.3506274,3200,0.8482449054718018
1615734200.982176,3300,0.8591224551200867
1615734212.271795,3400,0.8599591851234436
1615734223.5409224,3500,0.8678979873657227
1615734233.7643406,3500,0.8661020398139954
1615734244.288511,3600,0.884408175945282
1615734255.3697095,3700,0.8709999918937683
1615734266.364394,3800,0.8880408406257629
1615734277.0893767,3900,0.8812652826309204
1615734288.367053,4000,0.8792244791984558
1615734300.077096,4100,0.8805510401725769
1615734311.2964208,4200,0.8876938819885254
1615734321.4959695,4200,0.9004898071289062
1615734332.1625905,4300,0.9020408391952515
1615734342.861586,4400,0.9082652926445007
1615734353.4155421,4500,0.90104079246521
1615734363.9596016,4600,0.864510178565979
1615734374.4996667,4700,0.882244884967804
1615734385.1628957,4800,0.9011020660400391
1615734396.0617845,4900,0.8934693932533264
1615734407.0387065,4900,0.9041632413864136
1615734418.2016907,5000,0.9150816202163696
1615734429.237018,5100,0.9154897928237915
1615734440.8924067,5200,0.8960816264152527
1615734451.6107478,5300,0.8794081807136536
1615734462.2685921,5400,0.9317551255226135
1615734472.9748893,5500,0.9247754812240601
1615734483.720644,5600,0.9257143139839172
1615734493.8779142,5600,0.9097754955291748
1615734504.4499762,5700,0.9137959480285645
1615734515.1819541,5800,0.9339183568954468
1615734525.8498967,5900,0.9221428632736206
1615734536.489729,6000,0.9209796190261841
1615734547.029658,6100,0.9253673553466797
1615734558.2059414,6200,0.9351632595062256
1615734569.16559,6300,0.9404489994049072
1615734579.2176967,6300,0.9347347021102905
1615734589.8753572,6400,0.9509592056274414
1615734600.9948752,6500,0.9403061270713806
1615734611.6996148,6600,0.9388367533683777
1615734622.3376582,6700,0.9308979511260986
1615734633.106578,6800,0.9253469109535217
1615734644.020726,6900,0.9296734929084778
1615734655.9460096,7000,0.9526734948158264
