Wall time,Step,Value
1615733799.8296666,0,0.11800000071525574
1615733810.4190931,100,0.421999990940094
1615733820.9595842,200,0.42899999022483826
1615733831.5123925,300,0.5460000038146973
1615733842.1415405,400,0.5080000162124634
1615733852.6707454,500,0.5799999833106995
1615733863.1290293,600,0.5659999847412109
1615733873.6823885,700,0.6549999713897705
1615733883.770262,700,0.6420000195503235
1615733894.693218,800,0.6690000295639038
1615733905.710502,900,0.6430000066757202
1615733916.5245187,1000,0.6930000185966492
1615733927.3497481,1100,0.7059999704360962
1615733938.0801556,1200,0.7089999914169312
1615733948.6027112,1300,0.7300000190734863
1615733959.303058,1400,0.7429999709129333
1615733969.3523579,1400,0.7360000014305115
1615733980.138096,1500,0.6639999747276306
1615733990.793114,1600,0.7490000128746033
1615734001.6710892,1700,0.7730000019073486
1615734012.9421172,1800,0.75
1615734023.8134966,1900,0.7699999809265137
1615734034.4080498,2000,0.7459999918937683
1615734045.0744889,2100,0.7689999938011169
1615734055.0811586,2100,0.7459999918937683
1615734066.3930006,2200,0.7839999794960022
1615734077.6611285,2300,0.7789999842643738
1615734088.6413963,2400,0.7590000033378601
1615734100.2772226,2500,0.7799999713897705
1615734111.2844129,2600,0.7820000052452087
1615734122.7346518,2700,0.7829999923706055
1615734133.6154525,2800,0.8029999732971191
1615734144.3418174,2800,0.7990000247955322
1615734155.7160695,2900,0.7940000295639038
1615734166.9266896,3000,0.7910000085830688
1615734178.0066688,3100,0.7979999780654907
1615734189.3506274,3200,0.796999990940094
1615734200.982176,3300,0.7960000038146973
1615734212.271795,3400,0.8080000281333923
1615734223.5409224,3500,0.8230000138282776
1615734233.7643406,3500,0.8100000023841858
1615734244.288511,3600,0.8270000219345093
1615734255.3697095,3700,0.800000011920929
1615734266.364394,3800,0.8180000185966492
1615734277.0893767,3900,0.8289999961853027
1615734288.367053,4000,0.8190000057220459
1615734300.077096,4100,0.8270000219345093
1615734311.2964208,4200,0.8299999833106995
1615734321.4959695,4200,0.828000009059906
1615734332.1625905,4300,0.8450000286102295
1615734342.861586,4400,0.8399999737739563
1615734353.4155421,4500,0.824999988079071
1615734363.9596016,4600,0.8029999732971191
1615734374.4996667,4700,0.8230000138282776
1615734385.1628957,4800,0.8289999961853027
1615734396.0617845,4900,0.8140000104904175
1615734407.0387065,4900,0.8230000138282776
1615734418.2016907,5000,0.8330000042915344
1615734429.237018,5100,0.8270000219345093
1615734440.8924067,5200,0.8090000152587891
1615734451.6107478,5300,0.8009999990463257
1615734462.2685921,5400,0.8479999899864197
1615734472.9748893,5500,0.8450000286102295
1615734483.720644,5600,0.8360000252723694
1615734493.8779142,5600,0.8180000185966492
1615734504.4499762,5700,0.8100000023841858
1615734515.1819541,5800,0.8289999961853027
1615734525.8498967,5900,0.8309999704360962
1615734536.489729,6000,0.8360000252723694
1615734547.029658,6100,0.824999988079071
1615734558.2059414,6200,0.8339999914169312
1615734569.16559,6300,0.847000002861023
1615734579.2176967,6300,0.8420000076293945
1615734589.8753572,6400,0.847000002861023
1615734600.9948752,6500,0.8410000205039978
1615734611.6996148,6600,0.8230000138282776
1615734622.3376582,6700,0.8259999752044678
1615734633.106578,6800,0.828000009059906
1615734644.020726,6900,0.824999988079071
1615734655.9460096,7000,0.8450000286102295
