Wall time,Step,Value
1615733864.3050122,661,1.2098418474197388
1615733864.4946923,671,1.304100751876831
1615733864.5515587,674,1.2184534072875977
1615733864.7273602,683,0.8849337697029114
1615733864.8229954,688,0.9188899397850037
1615733873.9589834,714,0.9258102774620056
1615733874.0337985,718,1.4929883480072021
1615733874.103894,722,1.1071470975875854
1615733874.1242087,723,1.0019201040267944
1615733874.2540984,730,1.1958956718444824
1615733874.432426,739,1.3687901496887207
1615733874.5129094,743,0.9120758771896362
1615733874.5922952,747,1.4087618589401245
1615733874.6840234,752,0.9192950129508972
1615733874.7641943,756,0.8398969769477844
1615733874.9428153,765,1.21627676486969
1615733883.8301988,703,0.9594144821166992
1615733883.8501797,704,0.9319120049476624
1615733883.8700466,705,0.9723988771438599
1615733883.9099762,707,1.168238878250122
1615733884.0657067,714,0.9921275973320007
1615733884.1635747,719,0.9402546286582947
1615733884.202102,721,1.1208454370498657
1615733884.2978997,726,1.3218008279800415
1615733884.3369482,728,0.7199540138244629
1615733884.4129224,732,0.9151721596717834
1615733884.4886918,736,0.8264033794403076
1615733884.6030917,742,0.7370212078094482
1615733884.6231818,743,1.3518606424331665
1615733885.064095,766,0.9889655113220215
1615733885.1465445,770,1.5523040294647217
1615733894.7542129,803,1.0653270483016968
1615733894.8527951,808,0.8320723176002502
1615733894.8928895,810,0.9776939153671265
1615733895.0143487,816,0.9470098614692688
1615733895.1689577,824,1.0972424745559692
1615733895.2844489,830,1.0829766988754272
1615733895.3600085,834,0.7977156043052673
1615733895.4979343,841,0.7962746620178223
1615733895.5388298,843,0.8517731428146362
1615733895.6549425,849,0.6445319056510925
1615733895.6930187,851,1.0956453084945679
1615733896.0124016,865,1.0098912715911865
1615733896.0316217,866,1.3815383911132812
1615733896.2231026,876,1.1428298950195312
1615733896.280143,879,0.8541890382766724
1615733896.4520607,888,0.9408040642738342
1615733896.5294225,892,1.125150442123413
1615733896.6061723,896,0.884503185749054
1615733905.8091323,905,0.8496683239936829
1615733905.8285708,906,1.1297435760498047
1615733905.9492443,912,1.0900076627731323
1615733905.9681978,913,0.8140267729759216
1615733906.064428,918,0.8853760361671448
1615733906.2916894,930,1.0660662651062012
1615733906.4101725,936,1.0157467126846313
1615733906.4871309,939,1.097444772720337
1615733906.6604712,948,0.6979102492332458
1615733906.718001,951,0.8361471891403198
1615733906.8710132,959,0.8405300378799438
1615733907.234938,978,0.9083720445632935
1615733907.481866,991,1.1484096050262451
1615733907.6013167,997,0.9770382046699524
1615733907.6792984,1000,0.8997442126274109
1615733916.564412,1002,1.3414478302001953
1615733916.641808,1006,0.8396800756454468
1615733916.762871,1012,0.9057437181472778
1615733916.8606312,1017,0.8439516425132751
1615733917.0497084,1027,1.0406601428985596
1615733917.168252,1033,1.0566712617874146
1615733917.2463198,1037,0.8300697803497314
1615733917.2652857,1038,0.9044034481048584
1615733917.455676,1048,1.1241098642349243
1615733917.550518,1053,0.9983821511268616
1615733918.2588565,1090,1.1544899940490723
1615733918.3507318,1094,1.1711418628692627
1615733918.3706343,1095,0.9546065330505371
1615733918.3897176,1096,0.7970177531242371
1615733927.6277251,1114,1.3008896112442017
1615733927.8616,1126,0.8326477408409119
1615733927.8808446,1127,0.9348360896110535
1615733927.995117,1133,0.9572595953941345
1615733928.1302087,1140,0.9796847105026245
1615733928.6271574,1166,0.8403695821762085
1615733928.664801,1168,0.7399860620498657
1615733928.8561819,1178,0.9757171273231506
1615733929.096222,1189,1.0494400262832642
1615733929.153708,1192,1.335895299911499
1615733929.2108874,1195,0.9001708626747131
1615733938.3764296,1215,0.7919101715087891
1615733938.531466,1221,0.700473427772522
1615733938.6651385,1228,0.7899656295776367
1615733938.7791228,1234,1.0740410089492798
1615733938.9689984,1244,0.6516326665878296
1615733939.0834718,1250,0.8896885514259338
1615733939.1409426,1253,1.168587565422058
1615733939.3516526,1264,0.9357776641845703
1615733939.4100363,1267,1.0634208917617798
1615733939.4670546,1270,0.6727365255355835
1615733939.4861562,1271,0.9671695828437805
1615733948.974438,1319,0.487773060798645
1615733949.054992,1322,0.7574234008789062
1615733949.1369972,1325,0.6384071111679077
1615733949.1560948,1326,0.6208181381225586
1615733949.5741327,1348,0.7995638847351074
1615733949.8052776,1360,0.9819340109825134
1615733949.8432045,1362,0.7350455522537231
1615733949.9238913,1366,0.7886755466461182
1615733950.0049107,1370,0.7748724818229675
1615733950.0807202,1374,0.7861344218254089
1615733950.6012566,1399,0.4670645296573639
1615733950.6202884,1400,0.9172683954238892
1615733959.5193825,1411,0.8882630467414856
1615733959.679443,1419,0.7438412308692932
1615733959.7680254,1423,0.9943349957466125
1615733959.8060563,1425,0.5985498428344727
1615733959.9950829,1435,0.5158137083053589
1615733960.1285303,1442,0.6523338556289673
1615733960.4226143,1457,0.6516003012657166
1615733960.4999206,1461,1.0772602558135986
1615733969.7314725,1419,0.7437793016433716
1615733969.750778,1420,0.7003928422927856
1615733970.053095,1436,0.8518549799919128
1615733970.072143,1437,0.6664478778839111
1615733970.3739612,1452,0.6386964917182922
1615733970.4542398,1456,0.8442144393920898
1615733970.626463,1465,0.649515688419342
1615733970.760122,1472,0.7572773694992065
1615733970.7793558,1473,0.8944470286369324
1615733971.0263538,1486,0.9601662755012512
1615733971.1999943,1495,0.9534379243850708
1615733971.2950127,1500,0.6833402514457703
1615733980.2370994,1505,0.9493914842605591
1615733980.2981186,1508,0.7500316500663757
1615733980.3995736,1513,0.652651309967041
1615733980.4588892,1516,0.7244080305099487
1615733980.697755,1528,0.7536367177963257
1615733980.8513746,1536,0.7348042130470276
1615733981.008989,1543,0.8575658798217773
1615733981.1420522,1550,0.8989911675453186
1615733981.3140395,1559,1.0295078754425049
1615733981.3895679,1563,0.6738011240959167
1615733981.409205,1564,0.61507648229599
1615733981.4281564,1565,0.634637176990509
1615733981.465785,1567,0.6895103454589844
1615733981.523794,1570,0.5647258758544922
1615733981.66156,1577,0.593393087387085
1615733981.8347707,1586,0.9931588768959045
1615733982.0352342,1596,1.1478188037872314
1615733982.1185462,1600,0.690629780292511
1615733990.8328815,1602,0.7984890937805176
1615733990.8945022,1605,0.7958899140357971
1615733990.995956,1610,0.6494776010513306
1615733991.0590484,1613,0.685832142829895
1615733991.0789952,1614,0.6576985120773315
1615733991.098942,1615,0.803054928779602
1615733991.4669015,1634,0.7622493505477905
1615733991.6666074,1643,0.46761101484298706
1615733991.7812562,1649,0.6437776684761047
1615733991.9220636,1656,0.7507011890411377
1615733991.9410806,1657,0.7884010672569275
1615733992.11985,1666,0.5301892161369324
1615733992.2532573,1673,0.9750677347183228
1615733992.4830525,1685,0.4633580148220062
1615733992.6533327,1694,0.748689591884613
1615733992.7345636,1698,0.7491220235824585
1615734001.8316975,1708,0.49523693323135376
1615734001.9101753,1712,0.7178696393966675
1615734002.0934906,1721,0.4932122826576233
1615734002.3636415,1734,0.7847483158111572
1615734002.4227479,1737,0.5060198307037354
1615734002.542663,1743,0.6604812145233154
1615734002.583328,1745,0.7122507691383362
1615734003.2742555,1779,0.8431639671325684
1615734003.4045184,1785,0.5935754776000977
1615734012.9866416,1802,0.7112259864807129
1615734013.0256054,1804,0.7283312082290649
1615734013.0656424,1806,1.048071026802063
1615734013.1873043,1812,0.8193578124046326
1615734013.2455022,1815,0.901892364025116
1615734013.2854154,1817,0.48733776807785034
1615734013.6372116,1835,0.6113967299461365
1615734013.9135196,1849,0.8194024562835693
1615734013.952767,1851,0.7816406488418579
1615734014.3215725,1869,1.1388895511627197
1615734014.3971806,1873,0.7585439682006836
1615734014.5471923,1881,0.6510252356529236
1615734014.6235816,1885,0.786076545715332
1615734014.8173604,1895,0.45091891288757324
1615734014.874374,1898,0.7704976201057434
1615734023.8955343,1904,0.4395352900028229
1615734024.3670282,1928,0.7103674411773682
1615734024.5955229,1940,0.6325057148933411
1615734024.6135821,1941,0.5221438407897949
1615734024.6730714,1944,0.8979635238647461
1615734024.6921656,1945,0.6251674294471741
1615734024.730088,1947,0.6043717861175537
1615734024.7699842,1949,0.7898801565170288
1615734024.8700428,1953,0.6151020526885986
1615734024.9469788,1957,0.9556553959846497
1615734025.0451918,1962,0.6617904901504517
1615734025.0823698,1964,0.5402430891990662
1615734025.3704667,1979,0.6238635778427124
1615734034.667723,2013,0.6449959874153137
1615734034.7443402,2017,0.7200046181678772
1615734034.7816632,2019,0.8072184920310974
1615734034.8753135,2024,0.6049827337265015
1615734035.0461268,2033,0.9056808948516846
1615734035.1999872,2041,0.6599265933036804
1615734035.2768972,2045,0.6115291118621826
1615734035.469725,2055,0.5411486029624939
1615734035.5095305,2057,0.742819607257843
1615734035.5484993,2059,0.9743779301643372
1615734035.568448,2060,0.5404998064041138
1615734035.6483154,2064,0.499681293964386
1615734035.7059867,2067,0.7062249183654785
1615734035.8583093,2075,0.6541072726249695
1615734035.9351654,2079,0.8124353885650635
1615734036.203903,2093,0.6330010890960693
1615734036.3175478,2099,0.6605075597763062
1615734045.1542106,2104,0.971910834312439
1615734045.174248,2105,1.1390371322631836
1615734045.2132065,2107,0.6522209644317627
1615734045.2711692,2110,0.6056698560714722
1615734045.3114755,2112,0.6345131397247314
1615734045.3491392,2114,0.854875385761261
1615734045.3680778,2115,0.964181125164032
1615734045.5000606,2122,0.5955958366394043
1615734045.5561235,2125,0.7632765769958496
1615734045.6514127,2130,0.6535004377365112
1615734046.0144327,2149,0.6769251227378845
1615734046.2098975,2159,0.7675924301147461
1615734046.3404813,2165,1.1518617868423462
1615734055.1797695,2105,0.7177063822746277
1615734055.271155,2109,0.5398388504981995
1615734055.2941604,2110,0.8502156734466553
1615734055.5278597,2121,0.5992835760116577
1615734055.546869,2122,0.7937207221984863
1615734055.9029107,2137,0.5924251675605774
1615734056.1208246,2147,0.5200342535972595
1615734056.298422,2156,0.41554468870162964
1615734056.6562927,2173,0.737204909324646
1615734057.0446754,2191,0.6178126931190491
1615734057.0667744,2192,0.5012432932853699
1615734057.1118221,2194,0.6564210057258606
1615734066.4837906,2204,0.4108055830001831
1615734066.5658834,2208,0.5370926856994629
1615734066.98272,2227,0.6246112585067749
1615734067.2241774,2238,0.7887303233146667
1615734067.3842325,2246,0.6667690873146057
1615734067.4986472,2252,0.6327127814292908
1615734067.518525,2253,0.6025999188423157
1615734067.5564213,2255,0.48879215121269226
1615734067.5989914,2257,0.6434696316719055
1615734067.7195606,2262,0.7795389890670776
1615734068.2828407,2287,0.5177407264709473
1615734068.3051672,2288,0.6582674384117126
1615734068.5109324,2298,0.40228980779647827
1615734068.5519695,2300,0.5574125051498413
1615734077.773288,2305,0.3381422758102417
1615734078.0701752,2319,0.4074974060058594
1615734078.1987863,2325,0.5885652303695679
1615734078.3575854,2332,0.5376096963882446
1615734078.3996043,2334,0.5786658525466919
1615734078.4393907,2336,0.4217424988746643
1615734078.707335,2349,0.5315580368041992
1615734078.804311,2353,0.624353289604187
1615734078.8441954,2355,0.6976109147071838
1615734079.1050487,2368,0.4389823079109192
1615734079.3517783,2380,0.537658154964447
1615734079.606398,2392,0.3081375062465668
1615734079.6313353,2393,0.6766794323921204
1615734079.6561882,2394,0.5384787917137146
1615734088.6812062,2402,0.5608626008033752
1615734088.8008218,2408,0.483795166015625
1615734089.1589732,2425,0.5953205227851868
1615734089.2836056,2431,0.6230564713478088
1615734089.3038113,2432,0.7250862121582031
1615734089.4665856,2440,0.5503088235855103
1615734089.5849316,2446,0.7117835879325867
1615734089.7040253,2452,0.4797021150588989
1615734089.8080595,2457,0.6296278238296509
1615734090.3188176,2480,0.4564579725265503
1615734090.3607063,2482,0.4764527976512909
1615734090.4682848,2487,0.5351587533950806
1615734090.5700765,2492,0.4944007396697998
1615734100.3875225,2505,0.8590047955513
1615734100.537943,2512,0.5949154496192932
1615734100.8351052,2527,0.5842553973197937
1615734101.068487,2539,0.48702698945999146
1615734101.1477783,2542,0.6197007298469543
1615734101.4185286,2556,0.4329683780670166
1615734101.4374278,2557,0.8058046698570251
1615734101.4753678,2559,0.5366030931472778
1615734102.10581,2591,0.5961546301841736
1615734102.1268547,2592,0.754494845867157
1615734102.14588,2593,0.4202823042869568
1615734102.2867496,2600,0.8145202398300171
1615734111.504977,2611,0.6033467650413513
1615734111.8108592,2626,0.6169880032539368
1615734111.868683,2629,0.6451122760772705
1615734111.9060657,2631,0.7984349727630615
1615734112.5131874,2661,0.7173276543617249
1615734112.7519627,2673,0.38505688309669495
1615734112.7730124,2674,0.5487428903579712
1615734112.963851,2683,0.48761117458343506
1615734113.1433122,2692,0.5279588103294373
1615734113.2700458,2698,1.0737091302871704
1615734122.775685,2702,0.7961544990539551
1615734123.111572,2719,0.9205081462860107
1615734123.149602,2721,0.4401184320449829
1615734123.1675754,2722,0.7197383046150208
1615734123.1864715,2723,0.5569453835487366
1615734123.3952148,2734,0.8883622288703918
1615734123.7821672,2752,0.5140688419342041
1615734124.1098425,2769,0.6771877408027649
1615734124.2535708,2776,0.5269819498062134
1615734124.272502,2777,0.804830014705658
1615734124.727182,2800,0.46191224455833435
1615734133.7527766,2807,0.8842129707336426
1615734133.792662,2809,0.7150835990905762
1615734133.832253,2811,0.5123807787895203
1615734133.872054,2813,0.514263927936554
1615734133.9478574,2817,0.5721026062965393
1615734133.9669528,2818,0.4818207025527954
1615734134.1772685,2829,0.7582843899726868
1615734134.2479122,2832,0.6928656101226807
1615734134.4022868,2840,0.4070063531398773
1615734134.467072,2843,0.6251037120819092
1615734134.6416163,2852,0.6322737336158752
1615734144.3647554,2801,0.5293834805488586
1615734144.4484828,2805,0.5633009076118469
1615734144.4884124,2807,0.6612098217010498
1615734144.8147712,2822,0.587591826915741
1615734145.0839827,2835,0.4043980836868286
1615734145.5533948,2858,0.46418651938438416
1615734145.8589454,2873,0.3225004971027374
1615734145.8799088,2874,0.3587910532951355
1615734146.0300765,2881,0.48286643624305725
1615734146.1282098,2886,0.327054888010025
1615734146.2252245,2891,0.5135473012924194
1615734146.3012764,2895,0.5068552494049072
1615734146.339185,2897,0.503017008304596
1615734155.9764736,2913,0.36543920636177063
1615734156.213907,2924,0.5148656964302063
1615734156.3486428,2931,0.7065455317497253
1615734156.3687167,2932,0.542184054851532
1615734156.50283,2939,0.5500994324684143
1615734156.560691,2942,0.840356707572937
1615734157.0554223,2966,0.437545508146286
1615734157.1123588,2969,0.4557593762874603
1615734157.248091,2976,0.41865482926368713
1615734157.3069863,2979,0.4823582172393799
1615734157.3259573,2980,0.4473825693130493
1615734157.3649592,2982,0.35390451550483704
1615734157.3839312,2983,0.280048668384552
1615734166.9896035,3003,0.5933322906494141
1615734167.08789,3008,0.42652636766433716
1615734167.2659547,3017,0.2855455279350281
1615734167.3044012,3019,0.7943487763404846
1615734167.7802052,3041,0.4321567118167877
1615734167.9342651,3049,0.4369959831237793
1615734168.2003934,3063,0.5933377146720886
1615734168.2192738,3064,0.40853142738342285
1615734168.3144758,3069,0.5464771389961243
1615734168.4094825,3074,0.417245090007782
1615734168.5454977,3081,0.8308547139167786
1615734178.212878,3110,0.4727281928062439
1615734178.2547019,3112,0.334656685590744
1615734178.2939725,3114,0.4115349352359772
1615734178.446245,3122,0.3561760187149048
1615734178.7861526,3139,0.7197725176811218
1615734178.8909917,3144,0.32133036851882935
1615734179.3490443,3166,0.5454859733581543
1615734179.4094183,3169,0.5079492330551147
1615734179.506233,3174,0.8436427712440491
1615734179.6513886,3181,0.46848130226135254
1615734179.7322073,3185,0.41751599311828613
1615734179.7723827,3187,0.4166805148124695
1615734179.8924568,3193,0.7733287811279297
1615734179.9126885,3194,0.4852142035961151
1615734180.0332468,3200,0.5817975997924805
1615734189.4880738,3207,0.4897874593734741
1615734189.6083777,3213,0.5032557845115662
1615734189.669594,3216,0.3525467813014984
1615734190.0067265,3233,0.3820900321006775
1615734190.0456245,3235,0.6650818586349487
1615734190.268242,3245,0.33859872817993164
1615734190.3371382,3248,0.42265403270721436
1615734190.4738836,3255,0.3992046117782593
1615734190.82081,3271,0.5298096537590027
1615734190.868699,3273,0.7620335817337036
1615734190.9879642,3279,0.4616107642650604
1615734191.0685158,3283,0.38774827122688293
1615734191.1166334,3285,0.7543707489967346
1615734191.459028,3299,0.7576183676719666
1615734201.3266284,3316,0.5749919414520264
1615734201.5744977,3328,0.5167245268821716
1615734201.727022,3336,0.5007607936859131
1615734202.1085026,3354,0.5515592098236084
1615734202.14652,3356,0.511078953742981
1615734202.1839612,3358,0.4417858123779297
1615734202.2425783,3361,0.5182533264160156
1615734202.2994924,3364,0.5017045736312866
1615734202.6250184,3381,0.6440008878707886
1615734202.8342772,3392,0.527061402797699
1615734202.853324,3393,0.4310373365879059
1615734202.9727445,3399,0.3889079689979553
1615734212.3914802,3406,0.4188225269317627
1615734213.056106,3436,0.5184484124183655
1615734213.096007,3438,0.49490880966186523
1615734213.5562847,3462,0.48542797565460205
1615734213.6334448,3466,0.5587856769561768
1615734213.6525922,3467,0.6195768117904663
1615734213.6726308,3468,0.43012896180152893
1615734213.7885773,3474,0.5336270332336426
1615734213.8454256,3477,0.37742558121681213
1615734213.8834205,3479,0.47560495138168335
1615734214.0575483,3488,0.5179185271263123
1615734214.1908083,3495,0.4184857904911041
1615734223.7088695,3508,0.563951849937439
1615734223.8678534,3516,0.642946183681488
1615734224.1160717,3529,0.4846237003803253
1615734224.1543527,3531,0.7229081988334656
1615734224.216005,3534,0.6141160130500793
1615734224.4695003,3546,0.36783885955810547
1615734224.5454714,3550,0.4721050262451172
1615734224.6418648,3555,0.3148936629295349
1615734224.6801872,3557,0.3293614983558655
1615734233.7857625,3501,0.26159563660621643
1615734233.864473,3505,0.37621960043907166
1615734234.1159902,3518,0.2860470116138458
1615734234.4208605,3534,0.2804740071296692
1615734234.5160828,3539,0.3321199119091034
1615734234.6512535,3546,0.37645259499549866
1615734235.1373572,3571,0.31225523352622986
1615734235.156254,3572,0.3055780827999115
1615734235.3102443,3580,0.5147309899330139
1615734235.5014145,3590,0.4165402948856354
1615734235.6537676,3598,0.2314498871564865
1615734244.39251,3605,0.4350527822971344
1615734244.5121174,3609,0.5650484561920166
1615734244.727908,3620,0.4171883165836334
1615734244.8444648,3626,0.49886301159858704
1615734244.9579668,3632,0.4691970944404602
1615734245.3779404,3654,0.4367872476577759
1615734245.6241658,3665,0.3577650785446167
1615734245.7213202,3670,0.2495885044336319
1615734245.8988845,3679,0.4826684594154358
1615734245.9176774,3680,0.6174607276916504
1615734246.1284173,3691,0.398618221282959
1615734246.1484632,3692,0.3952855169773102
1615734255.4291513,3703,0.4197518229484558
1615734255.4877608,3706,0.2547649145126343
1615734255.6258943,3713,0.5169113278388977
1615734255.6844733,3716,0.5365365743637085
1615734255.7032773,3717,0.5024644136428833
1615734255.7226052,3718,0.39552223682403564
1615734256.6288817,3763,0.3833109736442566
1615734256.725715,3768,0.47759297490119934
1615734256.7445526,3769,0.3786837160587311
1615734256.9364634,3779,0.42326346039772034
1615734267.1219087,3837,0.7241852283477783
1615734267.4146533,3852,0.3482861816883087
1615734267.636223,3863,0.18760450184345245
1615734267.656273,3864,0.22683361172676086
1615734267.6999204,3866,0.43312782049179077
1615734267.7408657,3868,0.48216623067855835
1615734267.7989426,3871,0.5094345808029175
1615734267.817894,3872,0.5429049730300903
1615734267.8566976,3874,0.5196904540061951
1615734268.3120873,3897,0.3901631534099579
1615734277.1322985,3902,0.3152039647102356
1615734277.1924064,3905,0.5341373085975647
1615734277.3577116,3913,0.6032101511955261
1615734277.5723066,3924,0.19694267213344574
1615734277.7809653,3933,0.35493069887161255
1615734277.8414068,3936,0.3840515613555908
1615734277.863285,3937,0.4924701750278473
1615734278.172795,3952,0.5247258543968201
1615734278.4795675,3968,0.5809925198554993
1615734278.5941129,3974,0.5188524127006531
1615734278.6701934,3978,0.3412173092365265
1615734278.8525062,3987,0.3435788154602051
1615734278.9027722,3989,0.3652976155281067
1615734279.0751987,3998,0.420842707157135
1615734288.4080176,4002,0.44966867566108704
1615734288.5386848,4008,0.37135443091392517
1615734288.6616168,4013,0.635334849357605
1615734289.1106925,4035,0.33703142404556274
1615734289.2056305,4039,0.3970392346382141
1615734289.4041812,4048,0.6002762317657471
1615734289.7093556,4063,0.3646090626716614
1615734289.8582983,4070,0.32263025641441345
1615734289.9974837,4076,0.24425877630710602
1615734290.083271,4080,0.35632404685020447
1615734290.1027734,4081,0.40194663405418396
1615734290.51588,4100,0.3018014132976532
1615734300.0970576,4101,0.5201871395111084
1615734300.137861,4103,0.540751576423645
1615734300.289967,4109,0.5442071557044983
1615734300.351264,4112,0.4555678069591522
1615734300.9074578,4139,0.5928261876106262
1615734301.0250342,4145,0.488840788602829
1615734301.1030455,4149,0.6363519430160522
1615734301.1673367,4152,0.4134315848350525
1615734301.351923,4160,0.474921852350235
1615734301.4018571,4162,0.5056477785110474
1615734301.764728,4179,0.5701785683631897
1615734301.7836757,4180,0.5582502484321594
1615734302.1844904,4199,0.4800449311733246
1615734302.2034912,4200,0.41764160990715027
1615734311.355684,4203,0.2502111494541168
1615734311.535027,4212,0.4117944836616516
1615734311.6898746,4220,0.35493800044059753
1615734311.726781,4222,0.32105132937431335
1615734311.7456682,4223,0.2994813323020935
1615734312.0335255,4238,0.36083605885505676
1615734312.2325833,4248,0.2989271581172943
1615734312.2889907,4251,0.3238180875778198
1615734312.5006685,4262,0.4901334047317505
1615734312.5635319,4265,0.2819764018058777
1615734321.518095,4201,0.4040561318397522
1615734321.5615325,4203,0.42236682772636414
1615734321.8010626,4215,0.2495701014995575
1615734322.1218286,4232,0.4614110291004181
1615734322.4120238,4247,0.663790762424469
1615734322.5268462,4253,0.42922958731651306
1615734322.6612568,4260,0.44691795110702515
1615734322.8281107,4268,0.4549310505390167
1615734322.9042275,4272,0.3461780250072479
1615734323.039652,4279,0.5375781655311584
1615734323.0586665,4280,0.39016130566596985
1615734323.0776584,4281,0.2865654230117798
1615734323.269759,4291,0.39853546023368835
1615734332.5050852,4317,0.5022801756858826
1615734332.5999897,4322,0.2065417468547821
1615734332.909796,4338,0.32337555289268494
1615734333.0040035,4343,0.3005286157131195
1615734333.1189256,4349,0.3427802324295044
1615734333.194079,4353,0.4027467370033264
1615734333.212956,4354,0.5810210704803467
1615734333.36983,4362,0.3356756865978241
1615734333.4312172,4365,0.39694803953170776
1615734333.4514115,4366,0.3436554968357086
1615734333.490483,4368,0.19198694825172424
1615734333.5486867,4371,0.2515160143375397
1615734333.7193277,4380,0.2535209059715271
1615734333.7764356,4383,0.4450910687446594
1615734333.795444,4384,0.35559725761413574
1615734333.871861,4388,0.32858654856681824
1615734333.9319074,4391,0.3599654734134674
1615734333.9510417,4392,0.18601450324058533
1615734334.064403,4398,0.21284209191799164
1615734342.949795,4404,0.37569794058799744
1615734342.9896858,4406,0.38565340638160706
1615734343.0479548,4409,0.3928243815898895
1615734343.432978,4429,0.30282357335090637
1615734343.7211213,4444,0.24740108847618103
1615734343.9511976,4456,0.47077426314353943
1615734344.3396475,4475,0.5054512023925781
1615734344.3766396,4477,0.3202674984931946
1615734344.6932962,4493,0.6821151375770569
1615734344.7502391,4496,0.19641928374767303
1615734344.7892694,4498,0.3287610709667206
1615734344.8080118,4499,0.3985518217086792
1615734353.7770107,4518,0.29896578192710876
1615734354.2353482,4542,0.2878301739692688
1615734354.2923732,4545,0.4477539658546448
1615734354.5406172,4558,0.65755295753479
1615734354.698358,4566,0.391929566860199
1615734354.8591104,4574,0.4669641852378845
1615734354.8795505,4575,0.6044760942459106
1615734354.9399593,4578,0.6392788290977478
1615734354.9788604,4580,0.5517356395721436
1615734354.9977267,4581,0.235921710729599
1615734355.265607,4595,0.46145349740982056
1615734364.0206447,4603,0.33196520805358887
1615734364.4498153,4625,0.2350435107946396
1615734364.563862,4631,0.36758702993392944
1615734364.6222923,4634,0.3221772611141205
1615734364.760393,4641,0.26673623919487
1615734365.0088234,4654,0.4070843458175659
1615734365.046759,4656,0.40343767404556274
1615734365.0656652,4657,0.29487958550453186
1615734365.2118256,4664,0.34906235337257385
1615734365.574181,4682,0.34350258111953735
1615734365.88397,4698,0.45330601930618286
1615734374.5979133,4705,0.25206229090690613
1615734374.6986609,4710,0.33862411975860596
1615734374.7196252,4711,0.2998725175857544
1615734374.8413308,4717,0.6112861633300781
1615734375.1386437,4730,0.40458929538726807
1615734375.1766992,4732,0.33819830417633057
1615734375.293038,4738,0.36650508642196655
1615734375.8025308,4764,0.3055350184440613
1615734375.8977134,4769,0.2937723696231842
1615734376.1476715,4782,0.4211316406726837
1615734376.2628036,4786,0.3540308177471161
1615734385.2438376,4804,0.36520180106163025
1615734385.4036894,4812,0.33394870162010193
1615734385.8748643,4835,0.2890673577785492
1615734385.932398,4838,0.5297056436538696
1615734385.951009,4839,0.4439479410648346
1615734386.0266747,4843,0.3365236520767212
1615734386.045944,4844,0.5081348419189453
